id,focus,signal,slack,drag,confidence,score,lane,kind,invariant
g001,allocation pressure,30,67,28,71,185,ship,baseline,monotonic-signal
g002,dirty state,37,77,40,97,199,ship,edge,drag-penalty
g003,guard slack,44,15,26,98,174,ship,recovery,confidence-floor
g004,layout drift,95,21,42,77,289,ship,negative,lane-boundary
g005,allocation pressure,36,27,30,28,76,hold,baseline,monotonic-signal
g006,dirty state,54,67,5,51,376,ship,edge,drag-penalty
g007,guard slack,66,20,15,24,253,ship,recovery,confidence-floor
g008,layout drift,76,34,21,58,325,ship,negative,lane-boundary
g009,allocation pressure,40,8,5,36,187,ship,baseline,monotonic-signal
g010,dirty state,70,68,40,30,246,ship,edge,drag-penalty
g011,guard slack,88,30,17,74,401,ship,recovery,confidence-floor
g012,layout drift,101,49,28,58,420,ship,negative,lane-boundary
g013,allocation pressure,111,61,10,54,570,ship,baseline,monotonic-signal
g014,dirty state,75,69,7,57,460,ship,edge,drag-penalty
g015,guard slack,105,41,28,63,425,ship,recovery,confidence-floor
g016,layout drift,35,64,19,27,200,ship,negative,lane-boundary
g017,allocation pressure,48,43,16,57,255,ship,baseline,monotonic-signal
g018,dirty state,58,70,16,33,325,ship,edge,drag-penalty
g019,guard slack,66,51,38,26,202,ship,recovery,confidence-floor
g020,layout drift,74,44,30,70,304,ship,negative,lane-boundary
g021,allocation pressure,81,43,6,96,476,ship,baseline,monotonic-signal
g022,dirty state,88,45,38,97,349,ship,edge,drag-penalty
g023,guard slack,95,14,34,76,314,ship,recovery,confidence-floor
g024,layout drift,102,36,13,27,442,ship,negative,lane-boundary
g025,allocation pressure,65,56,25,50,297,ship,baseline,monotonic-signal
g026,dirty state,94,27,11,23,398,ship,edge,drag-penalty
g027,guard slack,112,50,27,57,470,ship,recovery,confidence-floor
g028,layout drift,81,29,15,35,342,ship,negative,lane-boundary
g029,allocation pressure,113,56,32,29,433,ship,baseline,monotonic-signal
g030,dirty state,44,72,42,73,183,ship,edge,drag-penalty
g031,guard slack,57,12,6,57,279,ship,recovery,confidence-floor
g032,layout drift,71,20,32,53,217,ship,negative,lane-boundary
g033,allocation pressure,78,26,25,56,295,ship,baseline,monotonic-signal
g034,dirty state,85,32,44,62,246,ship,edge,drag-penalty
g035,guard slack,48,72,13,26,297,ship,recovery,confidence-floor
g036,layout drift,77,25,37,56,229,ship,negative,lane-boundary
g037,allocation pressure,95,39,34,32,320,ship,baseline,monotonic-signal
g038,dirty state,107,13,13,25,414,ship,edge,drag-penalty
g039,guard slack,117,73,4,69,663,ship,recovery,confidence-floor
g040,layout drift,81,35,43,95,274,ship,negative,lane-boundary
g041,allocation pressure,111,54,43,96,433,ship,baseline,monotonic-signal
g042,dirty state,41,66,23,75,256,ship,edge,drag-penalty
g043,guard slack,54,74,15,26,315,ship,recovery,confidence-floor
g044,layout drift,64,46,33,49,232,ship,negative,lane-boundary
g045,allocation pressure,116,69,23,22,509,ship,baseline,monotonic-signal
g046,dirty state,58,48,19,56,289,ship,edge,drag-penalty
g047,guard slack,76,75,40,34,288,ship,recovery,confidence-floor
g048,layout drift,89,56,10,28,446,ship,negative,lane-boundary
g049,allocation pressure,99,49,38,72,376,ship,baseline,monotonic-signal
g050,dirty state,107,48,12,56,520,ship,edge,drag-penalty
g051,guard slack,115,50,42,52,402,ship,recovery,confidence-floor
g052,layout drift,34,19,17,55,144,watch,negative,lane-boundary
g053,allocation pressure,41,41,27,61,172,ship,baseline,monotonic-signal
g054,dirty state,48,61,33,25,174,ship,edge,drag-penalty
g055,guard slack,55,32,17,55,254,ship,recovery,confidence-floor
g056,layout drift,106,55,10,31,515,ship,negative,lane-boundary
g057,allocation pressure,47,34,29,24,135,watch,baseline,monotonic-signal
g058,dirty state,65,61,40,68,250,ship,edge,drag-penalty
g059,guard slack,34,77,22,94,274,ship,recovery,confidence-floor
g060,layout drift,66,17,19,95,298,ship,negative,lane-boundary
g061,allocation pressure,85,25,40,74,264,ship,baseline,monotonic-signal
g062,dirty state,98,31,31,25,324,ship,edge,drag-penalty
g063,guard slack,112,37,28,48,430,ship,recovery,confidence-floor
g064,layout drift,31,77,28,21,159,watch,negative,lane-boundary
g065,allocation pressure,38,30,8,55,227,ship,baseline,monotonic-signal
g066,dirty state,89,44,42,33,267,ship,edge,drag-penalty
g067,guard slack,30,18,18,27,93,hold,recovery,confidence-floor
g068,layout drift,48,8,8,71,239,ship,negative,lane-boundary
g069,allocation pressure,60,40,4,55,355,ship,baseline,monotonic-signal
g070,dirty state,70,59,25,51,324,ship,edge,drag-penalty
g071,guard slack,34,71,37,54,147,watch,recovery,confidence-floor
